"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000100165","Gm28253","predicted gene 28253 [Source:MGI Symbol;Acc:MGI:5578959]"
"ENSMUSG00000121324","Gm57868","predicted gene, 57868 [Source:MGI Symbol;Acc:MGI:7798902]"
"ENSMUSG00000101177","Gm29586","predicted gene 29586 [Source:MGI Symbol;Acc:MGI:5580292]"
"ENSMUSG00000121327","Gm57869","predicted gene, 57869 [Source:MGI Symbol;Acc:MGI:7798904]"
"ENSMUSG00000100988","Gm28136","predicted gene 28136 [Source:MGI Symbol;Acc:MGI:5578842]"
"ENSMUSG00000121328","Gm57870","predicted gene, 57870 [Source:MGI Symbol;Acc:MGI:7798906]"
"ENSMUSG00000101032","Gm29377","predicted gene 29377 [Source:MGI Symbol;Acc:MGI:5580083]"
"ENSMUSG00000101202","Gm28749","predicted gene 28749 [Source:MGI Symbol;Acc:MGI:5579455]"
"ENSMUSG00000099570","Gm29000","predicted gene 29000 [Source:MGI Symbol;Acc:MGI:5579706]"
"ENSMUSG00000121332","Orly","oppositely-transcribed, rearranged locus on the Y [Source:NCBI gene (formerly Entrezgene);Acc:75204]"
"ENSMUSG00000101686","Gm29633","predicted gene 29633 [Source:MGI Symbol;Acc:MGI:5580339]"
"ENSMUSG00000121333","Gm57872","predicted gene, 57872 [Source:MGI Symbol;Acc:MGI:7798908]"
"ENSMUSG00000101164","Gm29218","predicted gene 29218 [Source:MGI Symbol;Acc:MGI:5579924]"
"ENSMUSG00000121334","Gm57873","predicted gene, 57873 [Source:MGI Symbol;Acc:MGI:7798910]"
"ENSMUSG00000118461","Gm21679","predicted gene, 21679 [Source:MGI Symbol;Acc:MGI:5435034]"
"ENSMUSG00000102088","Gm21064","predicted gene, 21064 [Source:MGI Symbol;Acc:MGI:5434419]"
"ENSMUSG00000099684","4921509O09Rik","RIKEN cDNA 4921509O09 gene [Source:MGI Symbol;Acc:MGI:2152341]"
"ENSMUSG00000100312","Gm29048","predicted gene 29048 [Source:MGI Symbol;Acc:MGI:5579754]"
"ENSMUSG00000121461","Gm57874","predicted gene, 57874 [Source:MGI Symbol;Acc:MGI:7798912]"
"ENSMUSG00000091749","Tspy-ps","testis specific protein-Y encoded, pseudogene [Source:MGI Symbol;Acc:MGI:1201688]"
"ENSMUSG00000095365","Rbm31y","RNA binding motif 31, Y-linked [Source:MGI Symbol;Acc:MGI:1921734]"
"ENSMUSG00000102400","Gm37865","predicted gene, 37865 [Source:MGI Symbol;Acc:MGI:5611093]"
"ENSMUSG00000102520","Gm36941","predicted gene, 36941 [Source:MGI Symbol;Acc:MGI:5610169]"
"ENSMUSG00000102726","Gm37937","predicted gene, 37937 [Source:MGI Symbol;Acc:MGI:5611165]"
"ENSMUSG00000102739","Gm20772","predicted gene, 20772 [Source:MGI Symbol;Acc:MGI:5434128]"
"ENSMUSG00000094325","Gm20831","predicted gene, 20831 [Source:MGI Symbol;Acc:MGI:5434187]"
"ENSMUSG00000103757","Gm37286","predicted gene, 37286 [Source:MGI Symbol;Acc:MGI:5610514]"
"ENSMUSG00000103994","Gm38028","predicted gene, 38028 [Source:MGI Symbol;Acc:MGI:5611256]"
"ENSMUSG00000095267","Ssty1","spermiogenesis specific transcript on the Y 1 [Source:MGI Symbol;Acc:MGI:1314663]"
"ENSMUSG00000103917","Gm38072","predicted gene, 38072 [Source:MGI Symbol;Acc:MGI:5611300]"
"ENSMUSG00000103514","Gm37433","predicted gene, 37433 [Source:MGI Symbol;Acc:MGI:5610661]"
"ENSMUSG00000102150","Gm37473","predicted gene, 37473 [Source:MGI Symbol;Acc:MGI:5610701]"
"ENSMUSG00000103782","Gm37656","predicted gene, 37656 [Source:MGI Symbol;Acc:MGI:5610884]"
"ENSMUSG00000104050","Gm38127","predicted gene, 38127 [Source:MGI Symbol;Acc:MGI:5611355]"
"ENSMUSG00000102264","Gm30638","predicted gene, 30638 [Source:MGI Symbol;Acc:MGI:5589797]"
"ENSMUSG00000121531","Gm57875","predicted gene, 57875 [Source:MGI Symbol;Acc:MGI:7798914]"
"ENSMUSG00000094161","Gm21904","predicted gene, 21904 [Source:MGI Symbol;Acc:MGI:5434068]"
"ENSMUSG00000096819","Srsy","serine-rich, secreted, Y-linked [Source:MGI Symbol;Acc:MGI:3526567]"
"ENSMUSG00000095879","Gm21764","predicted gene, 21764 [Source:MGI Symbol;Acc:MGI:5433928]"
"ENSMUSG00000121532","Gm57876","predicted gene, 57876 [Source:MGI Symbol;Acc:MGI:7798915]"
"ENSMUSG00000104510","Gm34015","predicted gene, 34015 [Source:MGI Symbol;Acc:MGI:5593174]"
"ENSMUSG00000095520","Gm20877","predicted gene, 20877 [Source:MGI Symbol;Acc:MGI:5434233]"
"ENSMUSG00000103602","Gm33191","predicted gene, 33191 [Source:MGI Symbol;Acc:MGI:5592350]"
"ENSMUSG00000102586","Gm38003","predicted gene, 38003 [Source:MGI Symbol;Acc:MGI:5611231]"
"ENSMUSG00000121533","Gm57877","predicted gene, 57877 [Source:MGI Symbol;Acc:MGI:7798916]"
"ENSMUSG00000094135","Gm21379","predicted gene, 21379 [Source:MGI Symbol;Acc:MGI:5434734]"
"ENSMUSG00000104267","Gm20807","predicted gene, 20807 [Source:MGI Symbol;Acc:MGI:5434163]"
"ENSMUSG00000103352","Gm38084","predicted gene, 38084 [Source:MGI Symbol;Acc:MGI:5611312]"
"ENSMUSG00000102335","Gm37231","predicted gene, 37231 [Source:MGI Symbol;Acc:MGI:5610459]"
"ENSMUSG00000103474","Gm37252","predicted gene, 37252 [Source:MGI Symbol;Acc:MGI:5610480]"
"ENSMUSG00000103468","Gm21440","predicted gene, 21440 [Source:MGI Symbol;Acc:MGI:5434795]"
"ENSMUSG00000093903","Gm21454","predicted gene, 21454 [Source:MGI Symbol;Acc:MGI:5434809]"
"ENSMUSG00000103176","Gm37147","predicted gene, 37147 [Source:MGI Symbol;Acc:MGI:5610375]"
"ENSMUSG00000104522","Gm38159","predicted gene, 38159 [Source:MGI Symbol;Acc:MGI:5611387]"
"ENSMUSG00000102177","Gm37870","predicted gene, 37870 [Source:MGI Symbol;Acc:MGI:5611098]"
"ENSMUSG00000102346","Gm37378","predicted gene, 37378 [Source:MGI Symbol;Acc:MGI:5610606]"
"ENSMUSG00000102583","Gm37441","predicted gene, 37441 [Source:MGI Symbol;Acc:MGI:5610669]"
"ENSMUSG00000104048","Gm37561","predicted gene, 37561 [Source:MGI Symbol;Acc:MGI:5610789]"
"ENSMUSG00000104404","Gm36728","predicted gene, 36728 [Source:MGI Symbol;Acc:MGI:5595887]"
"ENSMUSG00000102799","Gm32295","predicted gene, 32295 [Source:MGI Symbol;Acc:MGI:5591454]"
"ENSMUSG00000103524","Gm37263","predicted gene, 37263 [Source:MGI Symbol;Acc:MGI:5610491]"
"ENSMUSG00000121535","Gm57878","predicted gene, 57878 [Source:MGI Symbol;Acc:MGI:7798917]"
"ENSMUSG00000121536","Gm57879","predicted gene, 57879 [Source:MGI Symbol;Acc:MGI:7798918]"
"ENSMUSG00000121537","Gm57880","predicted gene, 57880 [Source:MGI Symbol;Acc:MGI:7798919]"
"ENSMUSG00000100564","Gm28682","predicted gene 28682 [Source:MGI Symbol;Acc:MGI:5579388]"
"ENSMUSG00000101215","Gm28569","predicted gene 28569 [Source:MGI Symbol;Acc:MGI:5579275]"
"ENSMUSG00000100206","Gm28681","predicted gene 28681 [Source:MGI Symbol;Acc:MGI:5579387]"
"ENSMUSG00000100765","Gm28684","predicted gene 28684 [Source:MGI Symbol;Acc:MGI:5579390]"
"ENSMUSG00000099831","Gm28683","predicted gene 28683 [Source:MGI Symbol;Acc:MGI:5579389]"
"ENSMUSG00000101868","Gm28680","predicted gene 28680 [Source:MGI Symbol;Acc:MGI:5579386]"
"ENSMUSG00000100914","Gm28679","predicted gene 28679 [Source:MGI Symbol;Acc:MGI:5579385]"
"ENSMUSG00000121538","Gm57881","predicted gene, 57881 [Source:MGI Symbol;Acc:MGI:7798920]"
"ENSMUSG00000121539","Gm57882","predicted gene, 57882 [Source:MGI Symbol;Acc:MGI:7798921]"
"ENSMUSG00000121540","Gm57883","predicted gene, 57883 [Source:MGI Symbol;Acc:MGI:7798922]"
"ENSMUSG00000121541","Gm57884","predicted gene, 57884 [Source:MGI Symbol;Acc:MGI:7798923]"
"ENSMUSG00000101317","Gm28284","predicted gene 28284 [Source:MGI Symbol;Acc:MGI:5578990]"
"ENSMUSG00000101244","Gm29368","predicted gene 29368 [Source:MGI Symbol;Acc:MGI:5580074]"
"ENSMUSG00000101424","Gm28073","predicted gene 28073 [Source:MGI Symbol;Acc:MGI:5578779]"
"ENSMUSG00000100715","Gm28074","predicted gene 28074 [Source:MGI Symbol;Acc:MGI:5578780]"
"ENSMUSG00000099551","Gm28072","predicted gene 28072 [Source:MGI Symbol;Acc:MGI:5578778]"
"ENSMUSG00000101531","Gm29672","predicted gene 29672 [Source:MGI Symbol;Acc:MGI:5580378]"
"ENSMUSG00000100425","Gm29131","predicted gene 29131 [Source:MGI Symbol;Acc:MGI:5579837]"
"ENSMUSG00000101005","Gm20871","predicted gene, 20871 [Source:MGI Symbol;Acc:MGI:5434227]"
"ENSMUSG00000101300","Gm29130","predicted gene 29130 [Source:MGI Symbol;Acc:MGI:5579836]"
"ENSMUSG00000121543","Gm57885","predicted gene, 57885 [Source:MGI Symbol;Acc:MGI:7798924]"
"ENSMUSG00000121544","Gm57886","predicted gene, 57886 [Source:MGI Symbol;Acc:MGI:7798926]"
"ENSMUSG00000121545","Gm57887","predicted gene, 57887 [Source:MGI Symbol;Acc:MGI:7798927]"
"ENSMUSG00000121546","Gm57888","predicted gene, 57888 [Source:MGI Symbol;Acc:MGI:7798928]"
"ENSMUSG00000121547","Gm57889","predicted gene, 57889 [Source:MGI Symbol;Acc:MGI:7798929]"
"ENSMUSG00000121551","Gm57890","predicted gene, 57890 [Source:MGI Symbol;Acc:MGI:7798930]"
"ENSMUSG00000121552","Gm57891","predicted gene, 57891 [Source:MGI Symbol;Acc:MGI:7798931]"
"ENSMUSG00000121553","Gm57892","predicted gene, 57892 [Source:MGI Symbol;Acc:MGI:7798932]"
"ENSMUSG00000121554","Gm57893","predicted gene, 57893 [Source:MGI Symbol;Acc:MGI:7798933]"
"ENSMUSG00000100501","Gm29466","predicted gene 29466 [Source:MGI Symbol;Acc:MGI:5580172]"
"ENSMUSG00000100083","Gm29467","predicted gene 29467 [Source:MGI Symbol;Acc:MGI:5580173]"
"ENSMUSG00000101991","Gm21724","predicted gene, 21724 [Source:MGI Symbol;Acc:MGI:5433888]"
"ENSMUSG00000100076","Gm20963","predicted gene, 20963 [Source:MGI Symbol;Acc:MGI:5434318]"
"ENSMUSG00000121557","Gm57894","predicted gene, 57894 [Source:MGI Symbol;Acc:MGI:7798934]"
"ENSMUSG00000121556","Gm57895","predicted gene, 57895 [Source:MGI Symbol;Acc:MGI:7798936]"
"ENSMUSG00000101100","Gm28326","predicted gene 28326 [Source:MGI Symbol;Acc:MGI:5579032]"
"ENSMUSG00000101744","Gm28325","predicted gene 28325 [Source:MGI Symbol;Acc:MGI:5579031]"
"ENSMUSG00000099978","Gm29407","predicted gene 29407 [Source:MGI Symbol;Acc:MGI:5580113]"
"ENSMUSG00000101150","Gm29405","predicted gene 29405 [Source:MGI Symbol;Acc:MGI:5580111]"
"ENSMUSG00000099595","Gm29406","predicted gene 29406 [Source:MGI Symbol;Acc:MGI:5580112]"
"ENSMUSG00000100073","Gm29404","predicted gene 29404 [Source:MGI Symbol;Acc:MGI:5580110]"
"ENSMUSG00000100223","Gm29403","predicted gene 29403 [Source:MGI Symbol;Acc:MGI:5580109]"
"ENSMUSG00000101782","Gm28964","predicted gene 28964 [Source:MGI Symbol;Acc:MGI:5579670]"
"ENSMUSG00000101155","Sly","Sycp3 like Y-linked [Source:MGI Symbol;Acc:MGI:2687328]"
"ENSMUSG00000100295","Gm28165","predicted gene 28165 [Source:MGI Symbol;Acc:MGI:5578871]"
"ENSMUSG00000100578","Gm28709","predicted gene 28709 [Source:MGI Symbol;Acc:MGI:5579415]"
"ENSMUSG00000101245","Gm28965","predicted gene 28965 [Source:MGI Symbol;Acc:MGI:5579671]"
"ENSMUSG00000100456","Gm21868","predicted gene, 21868 [Source:MGI Symbol;Acc:MGI:5434032]"
"ENSMUSG00000096122","Gm21943","predicted gene, 21943 [Source:MGI Symbol;Acc:MGI:5439394]"
"ENSMUSG00000101943","Gm28532","predicted gene 28532 [Source:MGI Symbol;Acc:MGI:5579238]"
"ENSMUSG00000100724","Gm28533","predicted gene 28533 [Source:MGI Symbol;Acc:MGI:5579239]"
"ENSMUSG00000099388","Gm28966","predicted gene 28966 [Source:MGI Symbol;Acc:MGI:5579672]"
"ENSMUSG00000101399","Gm28961","predicted gene 28961 [Source:MGI Symbol;Acc:MGI:5579667]"
"ENSMUSG00000101350","Gm28962","predicted gene 28962 [Source:MGI Symbol;Acc:MGI:5579668]"
"ENSMUSG00000100614","Gm28963","predicted gene 28963 [Source:MGI Symbol;Acc:MGI:5579669]"
"ENSMUSG00000121558","Gm57896","predicted gene, 57896 [Source:MGI Symbol;Acc:MGI:7798938]"
"ENSMUSG00000121559","Gm57897","predicted gene, 57897 [Source:MGI Symbol;Acc:MGI:7798939]"
"ENSMUSG00000121560","Gm57898","predicted gene, 57898 [Source:MGI Symbol;Acc:MGI:7798940]"
"ENSMUSG00000121561","Gm57899","predicted gene, 57899 [Source:MGI Symbol;Acc:MGI:7798941]"
"ENSMUSG00000121562","Gm57900","predicted gene, 57900 [Source:MGI Symbol;Acc:MGI:7798942]"
"ENSMUSG00000121563","Gm57901","predicted gene, 57901 [Source:MGI Symbol;Acc:MGI:7798943]"
"ENSMUSG00000121564","Gm57902","predicted gene, 57902 [Source:MGI Symbol;Acc:MGI:7798944]"
"ENSMUSG00000121565","Gm57903","predicted gene, 57903 [Source:MGI Symbol;Acc:MGI:7798945]"
"ENSMUSG00000121566","Gm57904","predicted gene, 57904 [Source:MGI Symbol;Acc:MGI:7798946]"
"ENSMUSG00000121567","Gm57905","predicted gene, 57905 [Source:MGI Symbol;Acc:MGI:7798947]"
"ENSMUSG00000100278","Gm28082","predicted gene 28082 [Source:MGI Symbol;Acc:MGI:5578788]"
"ENSMUSG00000094052","Gm21118","predicted gene, 21118 [Source:MGI Symbol;Acc:MGI:5434473]"
"ENSMUSG00000099530","Gm29644","predicted gene 29644 [Source:MGI Symbol;Acc:MGI:5580350]"
"ENSMUSG00000099948","Gm29424","predicted gene 29424 [Source:MGI Symbol;Acc:MGI:5580130]"
"ENSMUSG00000104442","4932431L22Rik","RIKEN cDNA 4932431L22 gene [Source:MGI Symbol;Acc:MGI:3588255]"
"ENSMUSG00000101440","Gm29425","predicted gene 29425 [Source:MGI Symbol;Acc:MGI:5580131]"
"ENSMUSG00000103871","Gm38361","predicted gene, 38361 [Source:MGI Symbol;Acc:MGI:5611589]"
"ENSMUSG00000104356","Gm31260","predicted gene, 31260 [Source:MGI Symbol;Acc:MGI:5590419]"
"ENSMUSG00000104472","Gm38209","predicted gene, 38209 [Source:MGI Symbol;Acc:MGI:5611437]"
"ENSMUSG00000103347","Gm37734","predicted gene, 37734 [Source:MGI Symbol;Acc:MGI:5610962]"
"ENSMUSG00000104407","Gm38013","predicted gene, 38013 [Source:MGI Symbol;Acc:MGI:5611241]"
"ENSMUSG00000103612","Gm37948","predicted gene, 37948 [Source:MGI Symbol;Acc:MGI:5611176]"
"ENSMUSG00000102580","Gm37442","predicted gene, 37442 [Source:MGI Symbol;Acc:MGI:5610670]"
"ENSMUSG00000102273","Gm34550","predicted gene, 34550 [Source:MGI Symbol;Acc:MGI:5593709]"
"ENSMUSG00000102294","Gm37544","predicted gene, 37544 [Source:MGI Symbol;Acc:MGI:5610772]"
"ENSMUSG00000103190","Gm34716","predicted gene, 34716 [Source:MGI Symbol;Acc:MGI:5593875]"
"ENSMUSG00000100231","Gm29554","predicted gene 29554 [Source:MGI Symbol;Acc:MGI:5580260]"
"ENSMUSG00000101469","Gm29556","predicted gene 29556 [Source:MGI Symbol;Acc:MGI:5580262]"
"ENSMUSG00000095508","Gm20812","predicted gene, 20812 [Source:MGI Symbol;Acc:MGI:5434168]"
"ENSMUSG00000095606","Gm21258","predicted gene, 21258 [Source:MGI Symbol;Acc:MGI:5434613]"
"ENSMUSG00000094570","Gm20931","predicted gene, 20931 [Source:MGI Symbol;Acc:MGI:5434287]"
"ENSMUSG00000100488","Gm29559","predicted gene 29559 [Source:MGI Symbol;Acc:MGI:5580265]"
"ENSMUSG00000095867","Gm20917","predicted gene, 20917 [Source:MGI Symbol;Acc:MGI:5434273]"
"ENSMUSG00000100784","Gm28421","predicted gene 28421 [Source:MGI Symbol;Acc:MGI:5579127]"
"ENSMUSG00000101044","Gm28420","predicted gene 28420 [Source:MGI Symbol;Acc:MGI:5579126]"
"ENSMUSG00000099636","Gm28422","predicted gene 28422 [Source:MGI Symbol;Acc:MGI:5579128]"
"ENSMUSG00000094746","Gm20916","predicted gene, 20916 [Source:MGI Symbol;Acc:MGI:5434272]"
"ENSMUSG00000100494","Gm29033","predicted gene 29033 [Source:MGI Symbol;Acc:MGI:5579739]"
"ENSMUSG00000101118","Gm29034","predicted gene 29034 [Source:MGI Symbol;Acc:MGI:5579740]"
"ENSMUSG00000100064","Gm28339","predicted gene 28339 [Source:MGI Symbol;Acc:MGI:5579045]"
"ENSMUSG00000095793","Gm20855","predicted gene, 20855 [Source:MGI Symbol;Acc:MGI:5434211]"
"ENSMUSG00000100299","Gm28584","predicted gene 28584 [Source:MGI Symbol;Acc:MGI:5579290]"
"ENSMUSG00000101127","Gm28585","predicted gene 28585 [Source:MGI Symbol;Acc:MGI:5579291]"
"ENSMUSG00000096650","Gm20896","predicted gene, 20896 [Source:MGI Symbol;Acc:MGI:5434252]"
"ENSMUSG00000102058","Gm28470","predicted gene 28470 [Source:MGI Symbol;Acc:MGI:5579176]"
"ENSMUSG00000100034","Gm28469","predicted gene 28469 [Source:MGI Symbol;Acc:MGI:5579175]"
"ENSMUSG00000101713","Gm28668","predicted gene 28668 [Source:MGI Symbol;Acc:MGI:5579374]"
"ENSMUSG00000099531","Gm20869","predicted gene, 20869 [Source:MGI Symbol;Acc:MGI:5434225]"
"ENSMUSG00000100008","Gm28481","predicted gene 28481 [Source:MGI Symbol;Acc:MGI:5579187]"
"ENSMUSG00000101134","Gm28482","predicted gene 28482 [Source:MGI Symbol;Acc:MGI:5579188]"
"ENSMUSG00000100537","Gm28485","predicted gene 28485 [Source:MGI Symbol;Acc:MGI:5579191]"
"ENSMUSG00000094660","Gm21394","predicted gene, 21394 [Source:MGI Symbol;Acc:MGI:5434749]"
"ENSMUSG00000101052","Gm28471","predicted gene 28471 [Source:MGI Symbol;Acc:MGI:5579177]"
"ENSMUSG00000101160","Gm29338","predicted gene 29338 [Source:MGI Symbol;Acc:MGI:5580044]"
"ENSMUSG00000099840","Gm21409","predicted gene, 21409 [Source:MGI Symbol;Acc:MGI:5434764]"
"ENSMUSG00000100951","Gm29339","predicted gene 29339 [Source:MGI Symbol;Acc:MGI:5580045]"
"ENSMUSG00000101068","Gm28759","predicted gene 28759 [Source:MGI Symbol;Acc:MGI:5579465]"
"ENSMUSG00000101405","Gm28758","predicted gene 28758 [Source:MGI Symbol;Acc:MGI:5579464]"
"ENSMUSG00000099633","Gm29071","predicted gene 29071 [Source:MGI Symbol;Acc:MGI:5579777]"
"ENSMUSG00000100232","Gm28947","predicted gene 28947 [Source:MGI Symbol;Acc:MGI:5579653]"
"ENSMUSG00000100485","Gm20920","predicted gene, 20920 [Source:MGI Symbol;Acc:MGI:5434276]"
"ENSMUSG00000101484","Gm28798","predicted gene 28798 [Source:MGI Symbol;Acc:MGI:5579504]"
"ENSMUSG00000100587","Gm28797","predicted gene 28797 [Source:MGI Symbol;Acc:MGI:5579503]"
"ENSMUSG00000099828","Gm28796","predicted gene 28796 [Source:MGI Symbol;Acc:MGI:5579502]"
"ENSMUSG00000101158","Gm20894","predicted gene, 20894 [Source:MGI Symbol;Acc:MGI:5434250]"
"ENSMUSG00000101286","Gm21317","predicted gene, 21317 [Source:MGI Symbol;Acc:MGI:5434672]"
"ENSMUSG00000100316","Gm28812","predicted gene 28812 [Source:MGI Symbol;Acc:MGI:5579518]"
"ENSMUSG00000101284","Gm28811","predicted gene 28811 [Source:MGI Symbol;Acc:MGI:5579517]"
"ENSMUSG00000100651","Gm28810","predicted gene 28810 [Source:MGI Symbol;Acc:MGI:5579516]"
"ENSMUSG00000101933","Gm20835","predicted gene, 20835 [Source:MGI Symbol;Acc:MGI:5434191]"
"ENSMUSG00000100647","Gm29027","predicted gene 29027 [Source:MGI Symbol;Acc:MGI:5579733]"
"ENSMUSG00000099894","Gm20911","predicted gene, 20911 [Source:MGI Symbol;Acc:MGI:5434267]"
"ENSMUSG00000100125","Gm28739","predicted gene 28739 [Source:MGI Symbol;Acc:MGI:5579445]"
"ENSMUSG00000100915","Gm29321","predicted gene 29321 [Source:MGI Symbol;Acc:MGI:5580027]"
"ENSMUSG00000096769","Gm21117","predicted gene, 21117 [Source:MGI Symbol;Acc:MGI:5434472]"
"ENSMUSG00000094616","Gm20888","predicted gene, 20888 [Source:MGI Symbol;Acc:MGI:5434244]"
"ENSMUSG00000100653","Gm28238","predicted gene 28238 [Source:MGI Symbol;Acc:MGI:5578944]"
"ENSMUSG00000094647","Gm21650","predicted gene, 21650 [Source:MGI Symbol;Acc:MGI:5435005]"
"ENSMUSG00000099646","Gm28541","predicted gene 28541 [Source:MGI Symbol;Acc:MGI:5579247]"
"ENSMUSG00000099535","Gm28542","predicted gene 28542 [Source:MGI Symbol;Acc:MGI:5579248]"
"ENSMUSG00000101285","Gm28600","predicted gene 28600 [Source:MGI Symbol;Acc:MGI:5579306]"
"ENSMUSG00000094821","Gm21518","predicted gene, 21518 [Source:MGI Symbol;Acc:MGI:5434873]"
"ENSMUSG00000095979","Gm21209","predicted gene, 21209 [Source:MGI Symbol;Acc:MGI:5434564]"
"ENSMUSG00000101339","Gm29180","predicted gene 29180 [Source:MGI Symbol;Acc:MGI:5579886]"
"ENSMUSG00000099731","Gm29181","predicted gene 29181 [Source:MGI Symbol;Acc:MGI:5579887]"
"ENSMUSG00000096902","Gm20843","predicted gene, 20843 [Source:MGI Symbol;Acc:MGI:5434199]"
"ENSMUSG00000101533","Gm29393","predicted gene 29393 [Source:MGI Symbol;Acc:MGI:5580099]"
"ENSMUSG00000102045","Gm21294","predicted gene, 21294 [Source:MGI Symbol;Acc:MGI:5434649]"
"ENSMUSG00000100407","Gm28472","predicted gene 28472 [Source:MGI Symbol;Acc:MGI:5579178]"
"ENSMUSG00000095153","Gm21095","predicted gene, 21095 [Source:MGI Symbol;Acc:MGI:5434450]"
"ENSMUSG00000100946","Gm28473","predicted gene 28473 [Source:MGI Symbol;Acc:MGI:5579179]"
"ENSMUSG00000101851","Gm28474","predicted gene 28474 [Source:MGI Symbol;Acc:MGI:5579180]"
"ENSMUSG00000099541","Gm21488","predicted gene, 21488 [Source:MGI Symbol;Acc:MGI:5434843]"
"ENSMUSG00000099573","Gm28854","predicted gene 28854 [Source:MGI Symbol;Acc:MGI:5579560]"
"ENSMUSG00000102104","Gm28858","predicted gene 28858 [Source:MGI Symbol;Acc:MGI:5579564]"
"ENSMUSG00000100055","Gm20890","predicted gene, 20890 [Source:MGI Symbol;Acc:MGI:5434246]"
"ENSMUSG00000101929","Gm28245","predicted gene 28245 [Source:MGI Symbol;Acc:MGI:5578951]"
"ENSMUSG00000100708","Gm21173","predicted gene, 21173 [Source:MGI Symbol;Acc:MGI:5434528]"
"ENSMUSG00000101353","Gm29203","predicted gene 29203 [Source:MGI Symbol;Acc:MGI:5579909]"
"ENSMUSG00000100726","Gm21497","predicted gene, 21497 [Source:MGI Symbol;Acc:MGI:5434852]"
"ENSMUSG00000101200","Gm20802","predicted gene, 20802 [Source:MGI Symbol;Acc:MGI:5434158]"
"ENSMUSG00000099903","Gm29070","predicted gene 29070 [Source:MGI Symbol;Acc:MGI:5579776]"
"ENSMUSG00000100972","Gm28553","predicted gene 28553 [Source:MGI Symbol;Acc:MGI:5579259]"
"ENSMUSG00000102019","Gm21873","predicted gene, 21873 [Source:MGI Symbol;Acc:MGI:5434037]"
"ENSMUSG00000101465","Gm29190","predicted gene 29190 [Source:MGI Symbol;Acc:MGI:5579896]"
"ENSMUSG00000095578","Gm21760","predicted gene, 21760 [Source:MGI Symbol;Acc:MGI:5433924]"
"ENSMUSG00000095135","Gm21858","predicted gene, 21858 [Source:MGI Symbol;Acc:MGI:5434022]"
"ENSMUSG00000100195","Gm29244","predicted gene 29244 [Source:MGI Symbol;Acc:MGI:5579950]"
"ENSMUSG00000100667","Gm57478","predicted gene, 57478 [Source:MGI Symbol;Acc:MGI:7510159]"
"ENSMUSG00000101653","Gm20792","predicted gene, 20792 [Source:MGI Symbol;Acc:MGI:5434148]"
"ENSMUSG00000100423","Gm28754","predicted gene 28754 [Source:MGI Symbol;Acc:MGI:5579460]"
"ENSMUSG00000093895","Gm21865","predicted gene, 21865 [Source:MGI Symbol;Acc:MGI:5434029]"
"ENSMUSG00000103371","Gm35134","predicted gene, 35134 [Source:MGI Symbol;Acc:MGI:5594293]"
"ENSMUSG00000103489","Gm37998","predicted gene, 37998 [Source:MGI Symbol;Acc:MGI:5611226]"
"ENSMUSG00000104191","Gm30737","predicted gene, 30737 [Source:MGI Symbol;Acc:MGI:5589896]"
"ENSMUSG00000102492","Gm36987","predicted gene, 36987 [Source:MGI Symbol;Acc:MGI:5610215]"
"ENSMUSG00000100330","Gm28531","predicted gene 28531 [Source:MGI Symbol;Acc:MGI:5579237]"
"ENSMUSG00000100608","Gm21996","predicted gene 21996 [Source:MGI Symbol;Acc:MGI:5440224]"
"ENSMUSG00000101250","Gm28105","predicted gene 28105 [Source:MGI Symbol;Acc:MGI:5578811]"
"ENSMUSG00000100352","Gm28104","predicted gene 28104 [Source:MGI Symbol;Acc:MGI:5578810]"
